,CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,ELECT_TYPE,STATE_FULL,CAND_PTY_AFFILIATION_FULL,campaign_site
1218,H8MD02118,"MATORY, LIZ",REP,MD,2,House,Maryland,Republican,https://www.voteforlizmatory.com/
1220,H6MD03292,"SARBANES, JOHN P. MR.",DEM,MD,3,House,Maryland,Democrat,https://www.johnsarbanes.com/
1221,H8MD03173,"LASHAR, JAMES DAVID",LIB,MD,3,House,Maryland,Libertarian,https://www.jimkeady.com/
1222,H0MD04145,"BRYANT, SHELIA",DEM,MD,4,House,Maryland,Democrat,https://www.bryantforcongress.com/
1223,H6MD04209,"BROWN, ANTHONY",DEM,MD,4,House,Maryland,Democrat,https://anthonybrown.com/
1224,H0MD05183,"WILKES, MCKAYLA",DEM,MD,5,House,Maryland,Democrat,https://mckaylawilkes.com/
1225,H0MD05191,"URBINA, BRIANA",DEM,MD,5,House,Maryland,Democrat,http://www.urbinaforus.com/
1226,H2MD05155,"HOYER, STENY",DEM,MD,5,House,Maryland,Democrat,https://www.hoyerforcongress.com/
1227,H0MD05217,"HAVIS, LEE",REP,MD,5,House,Maryland,Republican,https://havisforcongress.com/
1228,H0MD05225,"PALOMBI, CHRISTOPHER",REP,MD,5,House,Maryland,Republican,https://chrispalombi.com/
1230,H6MD05206,"FADDIS, CHARLES",REP,MD,5,House,Maryland,Republican,http://www.samfaddis.com/
1231,H2MD06195,"DELANEY, JOHN K",DEM,MD,6,House,Maryland,Democrat,https://www.johndelaney.com/
1232,H6MD08549,"TRONE, DAVID",DEM,MD,6,House,Maryland,Democrat,http://www.davidtrone.com
1233,H8MD06143,"MILLER, ARUNA",DEM,MD,6,House,Maryland,Democrat,https://www.arunamillerforcongress.com/
1234,H8MD06150,"MANNO, ROGER",DEM,MD,6,House,Maryland,Democrat,http://rogermanno.com/about/
1235,H8MD06176,"HASHIMI, NADIA DR",DEM,MD,6,House,Maryland,Democrat,https://nadiahashimi.com
1236,H0MD06231,"PARROTT, NEIL CONRAD MR.",REP,MD,6,House,Maryland,Republican,http://www.lucasforcongress.com/
1237,H2MD06187,"BRINKLEY, DAVID ROSS",REP,MD,6,House,Maryland,Republican,https://www.deborahross.com/
1238,H6MD06212,"HOEBER, AMIE",REP,MD,6,House,Maryland,Republican,http://www.amieforcongress.com/
1239,H0MD07106,"RABB, SAAFIR",DEM,MD,7,House,Maryland,Democrat,https://saafirforcongress.com/
1240,H0MD07114,"MFUME, KWEISI",DEM,MD,7,House,Maryland,Democrat,https://mfumeforcongress.com/
1241,H0MD07122,"CUMMINGS, MAYA ROCKEYMOORE",DEM,MD,7,House,Maryland,Democrat,http://mayaforcongress.com/
1242,H0MD07148,"CARTER, JILL P",DEM,MD,7,House,Maryland,Democrat,http://jillcarterforcongress.com/
1243,H0MD07163,"HIGGINBOTHAM, F MICHAEL",DEM,MD,7,House,Maryland,Democrat,https://higginbothamforcongress.com/
1244,H0MD07171,"HILL, TERRI LYNN",DEM,MD,7,House,Maryland,Democrat,https://www.terrilynnland.com/
1245,H0MD07205,"JALISI, JAY",DEM,MD,7,House,Maryland,Democrat,http://www.drjayforcongress.com/
1246,H0MD07213,"GRANT, LESLIE E.",DEM,MD,7,House,Maryland,Democrat,https://lesliegrantforcongress.com/
1247,H0MD07247,"SPIKES, HARRY",DEM,MD,7,House,Maryland,Democrat,https://www.spikes4congress.com/
1248,H6MD07160,"CUMMINGS, ELIJAH E",DEM,MD,7,House,Maryland,Democrat,https://cummingsforcongress.com
1249,H0MD07155,"MATORY, LIZ",REP,MD,7,House,Maryland,Republican,https://www.voteforlizmatory.com/
1250,H0MD07197,"KLACIK, KIMBERLY",REP,MD,7,House,Maryland,Republican,https://www.kimkforcongress.com
1251,H8MD07083,"DAVIS, RICHMOND",REP,MD,7,House,Maryland,Republican,http://www.davisforcongress2018.com/
1253,H6MD08457,"RASKIN, JAMIE",DEM,MD,8,House,Maryland,Democrat,https://JamieRaskin.com
1254,H6MD08465,"JAWANDO, WILL MR.",DEM,MD,8,House,Maryland,Democrat,http://willjawando.com/
1255,H6MD08523,"RUBIN, JOEL MARTIN",DEM,MD,8,House,Maryland,Democrat,https://zamora4strep63.com/
1257,H6MD08507,"MATORY, LIZ",REP,MD,8,House,Maryland,Republican,https://www.voteforlizmatory.com/
1258,H6MD08531,"SHUDOFSKY, ARYEH",REP,MD,8,House,Maryland,Republican,http://www.aryehforcongress.com/
1259,H8ME01120,"PINGREE, CHELLIE M",DEM,ME,1,House,Maine,Democrat,https://www.chelliepingree.com/
1262,H6ME01215,"SMITH, ANDE",REP,ME,1,House,Maine,Republican,http://www.andeformaine.com/site/
1263,H8ME01203,"GROHMAN, MARTIN JAMES",IND,ME,1,House,Maine,Independent,https://www.martygrohman.com/
1264,H4ME02200,"CAIN, EMILY",DEM,ME,2,House,Maine,Democrat,http://emilycain.com/
1265,H8ME02177,"OLSON, CRAIG",DEM,ME,2,House,Maine,Democrat,http://craigforme2.com/
1266,H8ME02185,"GOLDEN, JARED",DEM,ME,2,House,Maine,Democrat,https://jaredgoldenforcongress.com/
1268,H0ME02067,"BRAKEY, ERIC",REP,ME,2,House,Maine,Republican,https://ericbrakey.com/
1270,H0ME02083,"CRAFTS, DALE",REP,ME,2,House,Maine,Republican,https://dalecraftsforcongress.com/
1271,H4ME02234,"POLIQUIN, BRUCE L",REP,ME,2,House,Maine,Republican,https://poliquinforcongress.com
1273,H0MI01211,"FERGUSON, DANA",DEM,MI,1,House,Michigan,Democrat,https://www.fergusonformichigan1.com/
1274,H0MI01229,"O'DELL, LINDA",DEM,MI,1,House,Michigan,Democrat,https://lindaodellforcongress.com/
1276,H0MI01104,"ALLEN, JASON EDWARD",REP,MI,1,House,Michigan,Republican,https://jasonallen.com/
1277,H6MI01226,"BERGMAN, JOHN",REP,MI,1,House,Michigan,Republican,https://bergmanforcongress.com/
1278,H8MI01107,"CASPERSON, TOM",REP,MI,1,House,Michigan,Republican,http://www.tomcasperson.com/
1279,H0MI02201,"BERGHOEF, BRYAN",DEM,MI,2,House,Michigan,Democrat,http://www.bryanberghoef.com
1280,H8MI02113,"DAVIDSON, ROBERT MICHAEL DR",DEM,MI,2,House,Michigan,Democrat,https://www.bishopformo.com/
1281,H0MI02094,"HUIZENGA, WILLIAM P",REP,MI,2,House,Michigan,Republican,https://huizengaforcongress.com
1282,H0MI02219,"CREVIERE, JEAN-MICHEL",GRE,MI,2,House,Michigan,Green,https://www.2020creviere.com/
1283,H0MI03241,"BOOTH, DOUGLAS JAMES",DEM,MI,3,House,Michigan,Democrat,https://www.boothforcongress.com/
1284,H0MI03282,"COLVIN, NICK",DEM,MI,3,House,Michigan,Democrat,https://www.colvinformichigan.com/
1285,H0MI03316,"SCHOLTEN, HILLARY",DEM,MI,3,House,Michigan,Democrat,https://www.hillaryscholten.com/
1286,H8MI03079,"ALBRO, CATHERINE",DEM,MI,3,House,Michigan,Democrat,https://cathyalbroforcongress.com/
1287,H0MI03233,"RAFI, EMILY E",REP,MI,3,House,Michigan,Republican,https://www.rafiforcongress.com/
1288,H0MI03266,"NORTON, THOMAS JOHN",REP,MI,3,House,Michigan,Republican,https://www.tom.gop/
1289,H0MI03274,"LOWER, JAMES (JIM) AARON",REP,MI,3,House,Michigan,Republican,https://aaronforstate.com/
1290,H0MI03290,"AFENDOULIS, LYNN",REP,MI,3,House,Michigan,Republican,https://www.lynnafendoulis.com/
1291,H0MI03308,"MEIJER, PETER MR.",REP,MI,3,House,Michigan,Republican,https://www.votemeijer.com/
1292,H0MI03324,"LANGLOIS, JOEL JOHN",REP,MI,3,House,Michigan,Republican,http://www.langloisforcongress.com/
1293,H0MI03340,"WILLIS, ANDREW JACKSON",REP,MI,3,House,Michigan,Republican,https://votewillis.com/
1294,H0MI03126,"AMASH, JUSTIN",IND,MI,3,House,Michigan,Independent,https://www.amashforcongress.com/
1299,H4MI04126,"MOOLENAAR, JOHN MR.",REP,MI,4,House,Michigan,Republican,http://www.johnmoolenaarforcongress.com/
1300,H2MI05119,"KILDEE, DANIEL T.",DEM,MI,5,House,Michigan,Democrat,http://www.dankildee.com/
1301,H0MI05121,"LACKIE, EARL PATRICK MR.",REP,MI,5,House,Michigan,Republican,https://www.voteforpatrickdelices.com/
1303,H0MI06152,"HOADLEY, JON",DEM,MI,6,House,Michigan,Democrat,http://www.jonhoadley.com/
1304,H0MI06186,"RICHARDSON, JENNIFER",DEM,MI,6,House,Michigan,Democrat,https://jensnotrich2020.org/
1308,H6MI04113,"UPTON, FREDERICK STEPHEN",REP,MI,6,House,Michigan,Republican,http://fredupton.com/
1310,H0MI07135,"SMITH, CHRISTOPHER BARTHOLOMEW",DEM,MI,7,House,Michigan,Democrat,https://web.archive.org/web/2/http://johnbartholomew.org
1311,H0MI07150,"DRISKELL, GRETCHEN",DEM,MI,7,House,Michigan,Democrat,https://votegretchen.com/
1312,H6MI07223,"DRISKELL, GRETCHEN",DEM,MI,7,House,Michigan,Democrat,https://votegretchen.com/
1313,H4MI07103,"WALBERG, TIMOTHY L REP",REP,MI,7,House,Michigan,Republican,https://www.walbergforcongress.com/
1314,H4MI08119,"GRETTENBERGER, SUSAN",DEM,MI,8,House,Michigan,Democrat,http://grettenbergerforcongress.com/
1316,H6MI08262,"SHKRELI, SUZANNA",DEM,MI,8,House,Michigan,Democrat,http://www.suzannaforcongress.com/
1317,H8MI08102,"SLOTKIN, ELISSA",DEM,MI,8,House,Michigan,Democrat,https://elissaforcongress.com/
1318,H0MI08125,"SNYDER, NICOLETTE",REP,MI,8,House,Michigan,Republican,https://www.nikkiforus.com/
1319,H0MI08133,"DETMER, MIKE",REP,MI,8,House,Michigan,Republican,https://electmikedetmer.com/
1320,H0MI08141,"JUNGE, PAUL",REP,MI,8,House,Michigan,Republican,https://pauljunge.com/
1321,H0MI08158,"LYKE, KRISTINA",REP,MI,8,House,Michigan,Republican,https://kristinalyke.com/
1325,H8MI09118,"LEVIN, ANDY",DEM,MI,9,House,Michigan,Democrat,https://www.andylevinforcongress.com
1328,H8MI10108,"BIZON, KIMBERLY ANN",DEM,MI,10,House,Michigan,Democrat,https://www.kimberlybizonforcongress.com/
1331,H0MI10279,"SLOCUM, DOUG",REP,MI,10,House,Michigan,Republican,https://www.slocumforcongress.com/
1332,H0MI10287,"MCCLAIN, LISA",REP,MI,10,House,Michigan,Republican,https://lisamcclainforcongress.com/
1333,H0MI10295,"HERNANDEZ, SHANE",REP,MI,10,House,Michigan,Republican,https://www.shaneforcongress.com/
1334,H0MI10303,"SINGH, BISHAM DR.",REP,MI,10,House,Michigan,Republican,https://drbishamsingh.com/
1335,H4MI04118,"MITCHELL, PAUL III",REP,MI,10,House,Michigan,Republican,https://paulmitchellforcongress.com
1336,H6MI10193,"PAVLOV, PHILLIP S.",REP,MI,10,House,Michigan,Republican,http://www.philpavlov.com/
1339,H8MI10116,"PERUSKI, JEREMY MICHAEL",IND,MI,10,House,Michigan,Independent,https://peruskiforcongress.com/
1340,H8MI11254,"STEVENS, HALEY",DEM,MI,11,House,Michigan,Democrat,https://www.haleystevensforcongress.com/
1341,H8MI11262,"SAAD, FAYROUZ",DEM,MI,11,House,Michigan,Democrat,https://fayrouzsaad.com
1344,H8MI11346,"GUPTA, SUNEEL",DEM,MI,11,House,Michigan,Democrat,https://suneelgupta.com
1345,H0MI11111,"WILLIAMS, WHITTNEY",REP,MI,11,House,Michigan,Republican,https://www.winwithwhittney.com/
1346,H0MI11129,"ESSHAKI, ERIC",REP,MI,11,House,Michigan,Republican,https://vote.ericesshaki.com/
1347,H0MI11145,"GRECO, CARMELITA",REP,MI,11,House,Michigan,Republican,https://www.carmelitaforcongress.com/
1348,H2MI11133,"BENTIVOLIO, KERRY",REP,MI,11,House,Michigan,Republican,https://kerrybentivolio.com/
1352,H0MI12168,"RAJPUT, SOLOMON",DEM,MI,12,House,Michigan,Democrat,https://www.solomonrajput.com/
1353,H4MI12079,"DINGELL, DEBBIE",DEM,MI,12,House,Michigan,Democrat,https://debbiedingellforcongress.com/
1354,H6MI12264,"JONES, JEFF",REP,MI,12,House,Michigan,Republican,http://jeffjones4congress.com/
1358,H8MI13243,"JONES, BRENDA",DEM,MI,13,House,Michigan,Democrat,https://brendajonesforcongress.com/
1359,H8MI13250,"TLAIB, RASHIDA",DEM,MI,13,House,Michigan,Democrat,https://www.rashidaforcongress.com
1362,H0MI13463,"LEMMO, ALFRED C MR.",REP,MI,13,House,Michigan,Republican,https://lemmo2congress.com/
1364,H2MI14111,"LAWRENCE, BRENDA LULENAR",DEM,MI,14,House,Michigan,Democrat,http://brendalawrence.com
1365,H6MI14195,"MORRISON, TERRANCE",DEM,MI,14,House,Michigan,Democrat,http://terrancemorrisonforcongress.com/
1366,H8MI09068,"PETERS, GARY",DEM,MI,14,House,Michigan,Democrat,https://petersformichigan.com/
1367,H0MN01102,"KAEHLER, RALPH",DEM,MN,1,House,Minnesota,Democrat,https://www.kaehlerformnsenate.com/
1370,H0MN01045,"HAGEDORN, JAMES",REP,MN,1,House,Minnesota,Republican,https://www.jimhagedorn.org/
1371,H8MN01329,"NELSON, CARLA JEAN",REP,MN,1,House,Minnesota,Republican,https://www.carlanelson.com/
1372,H8MN01279,"FEEHAN, DANIEL",DFL,MN,1,House,Minnesota,Other,https://www.danfeehan.com/
1374,H6MN02131,"CRAIG, ANGELA DAWN",DEM,MN,2,House,Minnesota,Democrat,https://www.angiecraig.com/
1376,H0MN02134,"KISTNER, TYLER",REP,MN,2,House,Minnesota,Republican,https://www.tylerkistnerforcongress.com/
1380,H6MN02149,"LEWIS, JASON MARK MR.",REP,MN,2,House,Minnesota,Republican,https://lewisformn.com/
1381,H6MN02156,"MYHRA, PAMELA J",REP,MN,2,House,Minnesota,Republican,https://pamforhouse.com/
1384,H4MN02136,"OVERBY, PAULA MIRARE",IDP,MN,2,House,Minnesota,Other,http://www.paulaoverby.com
1385,H8MN03150,"JENNINGS, ADAM THOMAS",DEM,MN,3,House,Minnesota,Democrat,http://www.adamjenning.com/
1386,H0MN03124,"QUALLS, KENDALL",REP,MN,3,House,Minnesota,Republican,https://kendallforcongress.com/
1387,H8MN03077,"PAULSEN, ERIK MR.",REP,MN,3,House,Minnesota,Republican,https://paulsenforcongress.com
1388,H8MN03143,"PHILLIPS, DEAN",DFL,MN,3,House,Minnesota,Other,https://www.phillipsforcongress.org/
1389,H0MN03132,"HEYER, GARY EDWARD",IND,MN,3,House,Minnesota,Independent,https://www.votegaryheyer.com/
1390,H0MN04189,"EKBOM, TRAVIS JAMES",REP,MN,4,House,Minnesota,Republican,https://ohara4nh.com/
1391,H0MN04197,"LO, SIA",REP,MN,4,House,Minnesota,Republican,https://sialoformn.com/
1393,H0MN04049,"MCCOLLUM, BETTY",DFL,MN,4,House,Minnesota,Other,https://www.mccollumforcongress.com/
1394,H0MN04171,"SANDBECK, DAVID ANDREW",DFL,MN,4,House,Minnesota,Other,https://sandbeckforcongress.com/
1397,H8MN05247,"TORRES RAY, PATRICIA",DEM,MN,5,House,Minnesota,Democrat,https://patriciatorresray.org/
1398,H0MN05160,"STELLA, DANIELLE",REP,MN,5,House,Minnesota,Republican,https://www.stella2020.com/
1399,H0MN05178,"JOHNSON, LACY",REP,MN,5,House,Minnesota,Republican,https://www.lacyjohnson.com/
1401,H0MN05202,"VOGEL, LUCIA MARINA MRS.",REP,MN,5,House,Minnesota,Republican,https://www.luciavogelforminnesotasenate41.com/
1402,H0MN05251,"AL-AQIDI, DALIA",REP,MN,5,House,Minnesota,Republican,https://www.daliaforcongress.com/
1403,H8MN05213,"ZIELINSKI, JENNIFER L",REP,MN,5,House,Minnesota,Republican,http://jen4us.com/
1405,H0MN05210,"MELTON-MEAUX, ANTONE",DFL,MN,5,House,Minnesota,Other,https://antoneforcongress.com/
1406,H0MN05228,"MASON, JOHN",DFL,MN,5,House,Minnesota,Other,https://johnmasonmn.com/
1407,H8MN05239,"OMAR, ILHAN",DFL,MN,5,House,Minnesota,Other,http://www.ilhanomar.com/home
1408,H0MN05186,"KELLEY, CHRIS MR.",IDP,MN,5,House,Minnesota,Other,https://kellyforcongress.revv.co/cc/?amount=100
1409,H4MN06087,"EMMER, THOMAS EARL JR.",REP,MN,6,House,Minnesota,Republican,https://emmerforcongress.com/
1412,H0MN06150,"ZAHRADKA, TAWNJA",DFL,MN,6,House,Minnesota,Other,https://www.tawnjaforcongress.com/
1414,H2MN07014,"PETERSON, COLLIN CLARK",DEM,MN,7,House,Minnesota,Democrat,https://www.petersonforcongress.com/
1415,H0MN07083,"NOVAK, JOEL ALLEN",REP,MN,7,House,Minnesota,Republican,http://joelfor63.com/
1416,H0MN07091,"FISCHBACH, MICHELLE",REP,MN,7,House,Minnesota,Republican,http://www.fischbachforcongress.com/
1417,H0MN07109,"COLLIS, NOEL",REP,MN,7,House,Minnesota,Republican,https://www.collisforcongress.com/
1419,H8MN07102,"SHERMAN, JAYESUN ISRAEL MR.",REP,MN,7,House,Minnesota,Republican,https://www.jayesun4uscongress.com/
1420,H0MN06127,"CLARK, TARRYL LYNN",DEM,MN,8,House,Minnesota,Democrat,https://www.voteyvette.com/
1426,H8MN08100,"SORENSEN, SOREN CHRISTIAN MR.",DFL,MN,8,House,Minnesota,Other,http://www.sorensenforcongress.com/
1427,H0MO01066,"CLAY, WILLIAM LACY JR",DEM,MO,1,House,Missouri,Democrat,http://www.lacyclay.org/
1428,H8MO01143,"BUSH, CORI",DEM,MO,1,House,Missouri,Democrat,https://www.coribush.org/
1429,H0MO02254,"SCHUPP, JILL DARLYNE",DEM,MO,2,House,Missouri,Democrat,https://jillschupp.com/
1431,H2MO02102,"WAGNER, ANN L.",REP,MO,2,House,Missouri,Republican,https://annwagner.com/
1432,H8MO02257,"SACHS, NOGA",REP,MO,2,House,Missouri,Republican,http://www.nogasachs.com/
1433,H0MO03203,"OGLESBY, DENNIS",DEM,MO,3,House,Missouri,Democrat,https://www.oglesbyforcongress.com/
1435,H8MO09153,"LUETKEMEYER, W BLAINE",REP,MO,3,House,Missouri,Republican,http://www.blaineforcongress.com/
1436,H0MO04227,"ARVIDSON, ERICH",DEM,MO,4,House,Missouri,Democrat,http://www.ericharvidson.com
1437,H0MO04235,"SIMMONS, LINDSEY NICOLE",DEM,MO,4,House,Missouri,Democrat,https://lindseysimmons.com/
1439,H0MO04086,"HARTZLER, VICKY",REP,MO,4,House,Missouri,Republican,https://www.vickyhartzler.com
1440,H0MO04219,"NEAL, GIST",REP,MO,4,House,Missouri,Republican,https://gist2020.com/
1441,H4MO04138,"WEBB, JOHN",REP,MO,4,House,Missouri,Republican,http://www.johnwebbforcongress.com/
1442,H0MO05182,"SALAZAR, MAITE GABRIELLE",DEM,MO,5,House,Missouri,Democrat,http://votesalazar.com/
1443,H4MO05234,"CLEAVER, EMANUEL II",DEM,MO,5,House,Missouri,Democrat,http://cleaverforcongress.com/
1444,H0MO05208,"DERKS, RYAN",REP,MO,5,House,Missouri,Republican,https://www.ryanderks.com
1446,H6MO05189,"TURK, JACOB",REP,MO,5,House,Missouri,Republican,https://www.electjacobturk.com/
1447,H0MO06180,"ABUNDIS, VICTOR",DEM,MO,6,House,Missouri,Democrat,http://realvicfor13.com/
1449,H8MO06092,"MARTIN, HENRY ROBERT",DEM,MO,6,House,Missouri,Democrat,http://www.henrymartinforcongress.com
1450,H0MO06073,"GRAVES, SAMUEL B. JR.",REP,MO,6,House,Missouri,Republican,https://www.gravesforcongress.com
1452,H0MO07113,"LONG, BILLY MR.",REP,MO,7,House,Missouri,Republican,https://billylongforcongress.com
1453,H0MO07147,"MOON, C MICHAEL",REP,MO,7,House,Missouri,Republican,http://www.mikemoonformissouri.com/
1454,H0MO07220,"HARLEMAN, ERIC",REP,MO,7,House,Missouri,Republican,https://mo7thdistrict.org/
1456,H4MO08162,"SMITH, JASON T",REP,MO,8,House,Missouri,Republican,https://electjasonsmith.com/
1457,H8MP00041,"SABLAN, GREGORIO KILILI CAMACHO REP.",IND,MP,0,House,Northern Mariana Islands,Independent,https://kililiforcongress.com/
1459,H0MS01118,"ELIASON, ANTONIA",DEM,MS,1,House,Mississippi,Democrat,https://antonia2020.com/
1460,H8MS01152,"SMITH, CARLTON ELLIOTT",DEM,MS,1,House,Mississippi,Democrat,https://www.joyceelliott.com/
1461,H8MT01232,"WILLIAMS, KATHLEEN",DEM,MS,1,House,Mississippi,Democrat,http://www.kathleenformontana.com
1463,H6MS01131,"KELLY, JOHN TRENT TRENT",REP,MS,1,House,Mississippi,Republican,http://www.kellyformississippi.com/
1464,H6MS01149,"TAGERT, MIKE",REP,MS,1,House,Mississippi,Republican,https://bostforcongress.com/
1465,H4MS02068,"THOMPSON, BENNIE G.",DEM,MS,2,House,Mississippi,Democrat,http://benniethompson.com
1466,H0MS02090,"HAMMOND, B.C. MR.",REP,MS,2,House,Mississippi,Republican,https://www.hammond4house.com/
1467,H0MS03114,"LEE, KATELYN",DEM,MS,3,House,Mississippi,Democrat,https://leeforthree.wixsite.com/leeforthree
1468,H0MS03072,"TULP, AUSTIN JAMES",REP,MS,3,House,Mississippi,Republican,https://jamestulp.com/
1471,H8MS03158,"DUNN, MORGAN",REP,MS,3,House,Mississippi,Republican,https://morgandunnforcongress.com
1473,H0MS04120,"PALAZZO, STEVEN MCCARTY",REP,MS,4,House,Mississippi,Republican,https://palazzoforcongress.com
1475,H0MS04161,"CARL, BOYANTON",REP,MS,4,House,Mississippi,Republican,https://www.carl4congress.com/
1476,H0MS04187,"DEMING, ROBERT L III",REP,MS,4,House,Mississippi,Republican,https://www.voterobertdeming.com/
1477,H0MT00090,"WINTER, THOMAS",DEM,MT,0,House,Montana,Democrat,https://www.winterformontana.com/
1478,H0MT00116,"RAINS, MATTHEW",DEM,MT,0,House,Montana,Democrat,https://www.rains4hd22.com/
1479,H0MT00108,"DOOLING, JOE",REP,MT,0,House,Montana,Republican,http://www.joedooling.com/
1480,H0MT01080,"JOHNSON, TIMOTHY ALAN",REP,MT,0,House,Montana,Republican,https://www.timjohnsonformontana.com/
1481,H0MT01098,"LAMM, DEBRA",REP,MT,0,House,Montana,Republican,https://debralamm.com/
1482,H2MT01060,"DAINES, STEVEN",REP,MT,0,House,Montana,Republican,https://www.stevedaines.com/
1483,H4MT00050,"ROSENDALE, MATT MR.",REP,MT,0,House,Montana,Republican,https://mattformontana.com/
1484,H4MT01033,"STAPLETON, COREY",REP,MT,0,House,Montana,Republican,https://coreystapleton.com/
1486,H8MT01182,"GIANFORTE, GREG",REP,MT,0,House,Montana,Republican,https://gregformontana.com
1488,H4NC01046,"BUTTERFIELD, G. K.",DEM,NC,1,House,North Carolina,Democrat,http://gkbutterfield.com/
1489,H0NC03131,"NIX, MICHELE ANN",REP,NC,1,House,North Carolina,Republican,https://michelenix.com/
1490,H0NC03149,"SMITH, SANDY",REP,NC,1,House,North Carolina,Republican,https://sandysmithnc.com/
1491,H4NC01095,"RICH, ARTHUR JASON",REP,NC,1,House,North Carolina,Republican,http://arthurrichforcongress.com/
1492,H8NC01104,"ALLISON, ROGER",REP,NC,1,House,North Carolina,Republican,https://rogerallisonforcongress.com/
1493,H0NC02083,"COOPER, SCOTT",DEM,NC,2,House,North Carolina,Democrat,https://cooperfornc.com/
1494,H0NC02091,"SWENSON, STEVE",DEM,NC,2,House,North Carolina,Democrat,https://steveswensonforsenate.org/
1495,H0NC02109,"BUTLER, JASON DR.",DEM,NC,2,House,North Carolina,Democrat,https://butlerfornc.com/
1496,H0NC02117,"JOHNSON-HOSTLER, MONIKA",DEM,NC,2,House,North Carolina,Democrat,https://monikaforcongress.com/
1497,H0NC02125,"ROSS, DEBORAH",DEM,NC,2,House,North Carolina,Democrat,https://www.deborahross.com/
1498,H0NC02133,"TERRELL, ANDREW STEVEN",DEM,NC,2,House,North Carolina,Democrat,https://andyterrellnc.com/
1499,H8NC02094,"ROMLEY, KEN",DEM,NC,2,House,North Carolina,Democrat,https://kenromley.com
1500,H8NC02110,"COLEMAN, LINDA",DEM,NC,2,House,North Carolina,Democrat,http://lindacolemanforcongress.com/
1501,H0NC02158,"SWAIN, ALAN D",REP,NC,2,House,North Carolina,Republican,https://www.swainforcongress.com/
1502,H2NC13110,"HOLDING, GEORGE E MR.",REP,NC,2,House,North Carolina,Republican,https://georgeholdingforcongress.com
1503,H6NC02114,"DUNCAN, JAMES",REP,NC,2,House,North Carolina,Republican,https://jeffduncan.com/home/
1504,H6NC02148,"BRANNON, GREGORY",REP,NC,2,House,North Carolina,Republican,http://gregbrannon.com/home
1505,H8NC02136,"MATEMU, JAPHETH",LIB,NC,2,House,North Carolina,Libertarian,https://jeffmatemu.com/
1507,H0NC03214,"JOHNSON, IKE",DEM,NC,3,House,North Carolina,Democrat,https://www.ikefornc.com/
