,CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,CAND_ICI,ELECT_TYPE,STATE_FULL,CAND_PTY_AFFILIATION_FULL,search_query,campaign_results_list
479,H8CO02228,"LARSEN, KRISTOPHER WILLIAM DR.",DEM,CO,2,Open seat,House,Colorado,Democrat,"LARSEN, KRISTOPHER WILLIAM DR. Democrat Colorado House","LARSEN, KRISTOPHER WILLIAM DR. Democrat Colorado House 2021"
480,H0CO02225,"WINN, CHARLES E. DR",REP,CO,2,Challenger,House,Colorado,Republican,"WINN, CHARLES E. DR Republican Colorado House","WINN, CHARLES E. DR Republican Colorado House 2021"
481,H0CO02209,"JOHNSON, ALEX",IND,CO,2,Challenger,House,Colorado,Independent,"JOHNSON, ALEX Independent Colorado House","JOHNSON, ALEX Independent Colorado House 2021"
482,H8CO02269,"BARRIS, ROGER",LIB,CO,2,Open seat,House,Colorado,Libertarian,"BARRIS, ROGER Libertarian Colorado House","BARRIS, ROGER Libertarian Colorado House 2021"
483,H0CO03132,"VALDEZ, DONALD",DEM,CO,3,Challenger,House,Colorado,Democrat,"VALDEZ, DONALD Democrat Colorado House","VALDEZ, DONALD Democrat Colorado House 2021"
484,H8CO03192,"BUSH, DIANE MITSCH MS.",DEM,CO,3,Challenger,House,Colorado,Democrat,"BUSH, DIANE MITSCH MS. Democrat Colorado House","BUSH, DIANE MITSCH MS. Democrat Colorado House 2021"
485,H8CO03234,"ROUTLEDGE, ROOT",DEM,CO,3,Challenger,House,Colorado,Democrat,"ROUTLEDGE, ROOT Democrat Colorado House","ROUTLEDGE, ROOT Democrat Colorado House 2021"
486,H0CO03165,"BOEBERT, LAUREN",REP,CO,3,Challenger,House,Colorado,Republican,"BOEBERT, LAUREN Republican Colorado House","BOEBERT, LAUREN Republican Colorado House 2021"
487,H6CO03139,"TIPTON, SCOTT R.",REP,CO,3,Incumbent,House,Colorado,Republican,"TIPTON, SCOTT R. Republican Colorado House","TIPTON, SCOTT R. Republican Colorado House 2021"
488,H0CO03173,"MILTON, CHRISTOPHER HAWKINS CRITTER",UNI,CO,3,Challenger,House,Colorado,Other,"MILTON, CHRISTOPHER HAWKINS CRITTER Other Colorado House","MILTON, CHRISTOPHER HAWKINS CRITTER Other Colorado House 2021"
489,H0CO04197,"MCCORKLE, ISAAC IAN",DEM,CO,4,Challenger,House,Colorado,Democrat,"MCCORKLE, ISAAC IAN Democrat Colorado House","MCCORKLE, ISAAC IAN Democrat Colorado House 2021"
490,H8CO04083,"KOHNE, STEVEN CHASE DR.",DEM,CO,4,Challenger,House,Colorado,Democrat,"KOHNE, STEVEN CHASE DR. Democrat Colorado House","KOHNE, STEVEN CHASE DR. Democrat Colorado House 2021"
491,H8CO04091,"MCCORMICK, KAREN A DVM",DEM,CO,4,Challenger,House,Colorado,Democrat,"MCCORMICK, KAREN A DVM Democrat Colorado House","MCCORMICK, KAREN A DVM Democrat Colorado House 2021"
492,H0CO04122,"GARDNER, CORY",REP,CO,4,Challenger,House,Colorado,Republican,"GARDNER, CORY Republican Colorado House","GARDNER, CORY Republican Colorado House 2021"
493,H4CO04090,"BUCK, KENNETH R",REP,CO,4,Incumbent,House,Colorado,Republican,"BUCK, KENNETH R Republican Colorado House","BUCK, KENNETH R Republican Colorado House 2021"
494,H0CO05129,"FREELAND, JILLIAN",DEM,CO,5,Challenger,House,Colorado,Democrat,"FREELAND, JILLIAN Democrat Colorado House","FREELAND, JILLIAN Democrat Colorado House 2021"
495,H0CO05145,"LUCAS, RYAN",DEM,CO,5,Challenger,House,Colorado,Democrat,"LUCAS, RYAN Democrat Colorado House","LUCAS, RYAN Democrat Colorado House 2021"
496,H8CO05130,"SPAULDING, STEPHANY ROSE",DEM,CO,5,Challenger,House,Colorado,Democrat,"SPAULDING, STEPHANY ROSE Democrat Colorado House","SPAULDING, STEPHANY ROSE Democrat Colorado House 2021"
497,H6CO05159,"LAMBORN, DOUGLAS",REP,CO,5,Incumbent,House,Colorado,Republican,"LAMBORN, DOUGLAS Republican Colorado House","LAMBORN, DOUGLAS Republican Colorado House 2021"
498,H8CO05148,"GLENN, DARRYL",REP,CO,5,Challenger,House,Colorado,Republican,"GLENN, DARRYL Republican Colorado House","GLENN, DARRYL Republican Colorado House 2021"
499,H8CO05155,"RHEA, BILL",REP,CO,5,Challenger,House,Colorado,Republican,"RHEA, BILL Republican Colorado House","RHEA, BILL Republican Colorado House 2021"
500,H8CO05171,"MURPHY, MARCUS",UN,CO,5,Challenger,House,Colorado,Other,"MURPHY, MARCUS Other Colorado House","MURPHY, MARCUS Other Colorado House 2021"
501,H0CO05152,"KELTIE, REBECCA MS.",UPA,CO,5,Challenger,House,Colorado,Other,"KELTIE, REBECCA MS. Other Colorado House","KELTIE, REBECCA MS. Other Colorado House 2021"
502,H2CO00035,"HANEY, PERRY",DEM,CO,6,Challenger,House,Colorado,Democrat,"HANEY, PERRY Democrat Colorado House","HANEY, PERRY Democrat Colorado House 2021"
503,H8CO06229,"CROW, JASON",DEM,CO,6,Incumbent,House,Colorado,Democrat,"CROW, JASON Democrat Colorado House","CROW, JASON Democrat Colorado House 2021"
504,H8CO06294,"KULIKOWSKI, JAIMIE",DEM,CO,6,Challenger,House,Colorado,Democrat,"KULIKOWSKI, JAIMIE Democrat Colorado House","KULIKOWSKI, JAIMIE Democrat Colorado House 2021"
505,H0CO06119,"HOUSE, STEVEN",REP,CO,6,Challenger,House,Colorado,Republican,"HOUSE, STEVEN Republican Colorado House","HOUSE, STEVEN Republican Colorado House 2021"
506,H0CO06127,"SZEMLER, JOHN FRANCIS",REP,CO,6,Challenger,House,Colorado,Republican,"SZEMLER, JOHN FRANCIS Republican Colorado House","SZEMLER, JOHN FRANCIS Republican Colorado House 2021"
507,H8CO06138,"COFFMAN, MIKE REP.",REP,CO,6,Incumbent,House,Colorado,Republican,"COFFMAN, MIKE REP. Republican Colorado House","COFFMAN, MIKE REP. Republican Colorado House 2021"
508,H8CO06153,"ARMSTRONG, WILLIAM L III",REP,CO,6,Open seat,House,Colorado,Republican,"ARMSTRONG, WILLIAM L III Republican Colorado House","ARMSTRONG, WILLIAM L III Republican Colorado House 2021"
509,H6CO07023,"PERLMUTTER, EDWIN G",DEM,CO,7,Incumbent,House,Colorado,Democrat,"PERLMUTTER, EDWIN G Democrat Colorado House","PERLMUTTER, EDWIN G Democrat Colorado House 2021"
510,H8CO07045,"PETTERSEN, BRITTANY LOUISE MS.",DEM,CO,7,Challenger,House,Colorado,Democrat,"PETTERSEN, BRITTANY LOUISE MS. Democrat Colorado House","PETTERSEN, BRITTANY LOUISE MS. Democrat Colorado House 2021"
511,H8CO07078,"MORENO, DOMINICK",DEM,CO,7,Challenger,House,Colorado,Democrat,"MORENO, DOMINICK Democrat Colorado House","MORENO, DOMINICK Democrat Colorado House 2021"
512,H8CO07086,"BAER, DAN",DEM,CO,7,Challenger,House,Colorado,Democrat,"BAER, DAN Democrat Colorado House","BAER, DAN Democrat Colorado House 2021"
513,H0CO06101,"STOCKHAM, CASPER WESLEY",REP,CO,7,Challenger,House,Colorado,Republican,"STOCKHAM, CASPER WESLEY Republican Colorado House","STOCKHAM, CASPER WESLEY Republican Colorado House 2021"
514,H8CO07094,"BARRINGTON, MARK",REP,CO,7,Challenger,House,Colorado,Republican,"BARRINGTON, MARK Republican Colorado House","BARRINGTON, MARK Republican Colorado House 2021"
515,H0CO07091,"MALGIERI, ANTHONY",NNE,CO,7,Challenger,House,Colorado,Other,"MALGIERI, ANTHONY Other Colorado House","MALGIERI, ANTHONY Other Colorado House 2021"
516,H8CT01046,"LARSON, JOHN B",DEM,CT,1,Incumbent,House,Connecticut,Democrat,"LARSON, JOHN B Democrat Connecticut House","LARSON, JOHN B Democrat Connecticut House 2021"
517,H0CT01126,"FAY, MARY",REP,CT,1,Challenger,House,Connecticut,Republican,"FAY, MARY Republican Connecticut House","FAY, MARY Republican Connecticut House 2021"
518,H0CT01134,"GRIFFIN, JAMES LEONARD",REP,CT,1,Challenger,House,Connecticut,Republican,"GRIFFIN, JAMES LEONARD Republican Connecticut House","GRIFFIN, JAMES LEONARD Republican Connecticut House 2021"
519,H8CT01111,"VISCONTI, JOSEPH B",REP,CT,1,Challenger,House,Connecticut,Republican,"VISCONTI, JOSEPH B Republican Connecticut House","VISCONTI, JOSEPH B Republican Connecticut House 2021"
520,H2CT02112,"COURTNEY, JOSEPH D",DEM,CT,2,Incumbent,House,Connecticut,Democrat,"COURTNEY, JOSEPH D Democrat Connecticut House","COURTNEY, JOSEPH D Democrat Connecticut House 2021"
521,H0CT02140,"NOVAK, DARIA IRENE",REP,CT,2,Challenger,House,Connecticut,Republican,"NOVAK, DARIA IRENE Republican Connecticut House","NOVAK, DARIA IRENE Republican Connecticut House 2021"
522,H0CT02199,"GILMER, THOMAS M",REP,CT,2,Challenger,House,Connecticut,Republican,"GILMER, THOMAS M Republican Connecticut House","GILMER, THOMAS M Republican Connecticut House 2021"
523,H0CT02207,"ANDERSON, JUSTIN",REP,CT,2,Challenger,House,Connecticut,Republican,"ANDERSON, JUSTIN Republican Connecticut House","ANDERSON, JUSTIN Republican Connecticut House 2021"
524,H8CT02101,"POSTEMSKI, DANNY FRANK MR JR",REP,CT,2,Challenger,House,Connecticut,Republican,"POSTEMSKI, DANNY FRANK MR JR Republican Connecticut House","POSTEMSKI, DANNY FRANK MR JR Republican Connecticut House 2021"
525,H8CT02077,"DESHEFY, GREGORY SCOTT",GRE,CT,2,Challenger,House,Connecticut,Green,"DESHEFY, GREGORY SCOTT Green Connecticut House","DESHEFY, GREGORY SCOTT Green Connecticut House 2021"
526,H0CT03072,"DELAURO, ROSA L",DEM,CT,3,Incumbent,House,Connecticut,Democrat,"DELAURO, ROSA L Democrat Connecticut House","DELAURO, ROSA L Democrat Connecticut House 2021"
527,H0CT03106,"LABRIOLA, JERRY JR.",REP,CT,3,Challenger,House,Connecticut,Republican,"LABRIOLA, JERRY JR. Republican Connecticut House","LABRIOLA, JERRY JR. Republican Connecticut House 2021"
528,H0CT03155,"STREICKER, MARGARET",REP,CT,3,Challenger,House,Connecticut,Republican,"STREICKER, MARGARET Republican Connecticut House","STREICKER, MARGARET Republican Connecticut House 2021"
529,H4CT03082,"BROWN, JAMES E",REP,CT,3,Challenger,House,Connecticut,Republican,"BROWN, JAMES E Republican Connecticut House","BROWN, JAMES E Republican Connecticut House 2021"
530,H0CT03163,"PAGLINO, JUSTIN COBB DR MD, PHD",GRE,CT,3,Challenger,House,Connecticut,Green,"PAGLINO, JUSTIN COBB DR MD, PHD Green Connecticut House","PAGLINO, JUSTIN COBB DR MD, PHD Green Connecticut House 2021"
531,H8CT04172,"HIMES, JIM",DEM,CT,4,Incumbent,House,Connecticut,Democrat,"HIMES, JIM Democrat Connecticut House","HIMES, JIM Democrat Connecticut House 2021"
532,H0CT04195,"RIDDLE, JONATHAN",REP,CT,4,Challenger,House,Connecticut,Republican,"RIDDLE, JONATHAN Republican Connecticut House","RIDDLE, JONATHAN Republican Connecticut House 2021"
533,H0CT04229,"GOLDSTEIN, MICHAEL TED",REP,CT,4,Challenger,House,Connecticut,Republican,"GOLDSTEIN, MICHAEL TED Republican Connecticut House","GOLDSTEIN, MICHAEL TED Republican Connecticut House 2021"
534,H8CT04057,"SHAYS, CHRISTOPHER",REP,CT,4,Incumbent,House,Connecticut,Republican,"SHAYS, CHRISTOPHER Republican Connecticut House","SHAYS, CHRISTOPHER Republican Connecticut House 2021"
535,H8CT04214,"ARORA, HARRY",REP,CT,4,Challenger,House,Connecticut,Republican,"ARORA, HARRY Republican Connecticut House","ARORA, HARRY Republican Connecticut House 2021"
536,H2CT05123,"ROBERTI, DANIEL FRANCIS",DEM,CT,5,Open seat,House,Connecticut,Democrat,"ROBERTI, DANIEL FRANCIS Democrat Connecticut House","ROBERTI, DANIEL FRANCIS Democrat Connecticut House 2021"
537,H2CT05131,"ESTY, ELIZABETH",DEM,CT,5,Incumbent,House,Connecticut,Democrat,"ESTY, ELIZABETH Democrat Connecticut House","ESTY, ELIZABETH Democrat Connecticut House 2021"
538,H8CT05195,"GLASSMAN, MARY",DEM,CT,5,Open seat,House,Connecticut,Democrat,"GLASSMAN, MARY Democrat Connecticut House","GLASSMAN, MARY Democrat Connecticut House 2021"
539,H8CT05203,"PRAVER, SHAUL MARSHALL RABBI",DEM,CT,5,Open seat,House,Connecticut,Democrat,"PRAVER, SHAUL MARSHALL RABBI Democrat Connecticut House","PRAVER, SHAUL MARSHALL RABBI Democrat Connecticut House 2021"
540,H8CT05245,"HAYES, JAHANA",DEM,CT,5,Incumbent,House,Connecticut,Democrat,"HAYES, JAHANA Democrat Connecticut House","HAYES, JAHANA Democrat Connecticut House 2021"
541,H8CT05252,"KULA, SHANNON",DEM,CT,5,Open seat,House,Connecticut,Democrat,"KULA, SHANNON Democrat Connecticut House","KULA, SHANNON Democrat Connecticut House 2021"
542,H0CT05192,"RODRIGUEZ, RUBEN",REP,CT,5,Challenger,House,Connecticut,Republican,"RODRIGUEZ, RUBEN Republican Connecticut House","RODRIGUEZ, RUBEN Republican Connecticut House 2021"
543,H0CT05200,"SULLIVAN, DAVID XAVIER",REP,CT,5,Challenger,House,Connecticut,Republican,"SULLIVAN, DAVID XAVIER Republican Connecticut House","SULLIVAN, DAVID XAVIER Republican Connecticut House 2021"
544,H0CT05226,"HYDE, ROBERT FINLEY",REP,CT,5,Challenger,House,Connecticut,Republican,"HYDE, ROBERT FINLEY Republican Connecticut House","HYDE, ROBERT FINLEY Republican Connecticut House 2021"
545,H0CT05234,"MEEHAN, RYAN",REP,CT,5,Challenger,House,Connecticut,Republican,"MEEHAN, RYAN Republican Connecticut House","MEEHAN, RYAN Republican Connecticut House 2021"
546,H8CT05120,"CAPPIELLO, DAVID J",REP,CT,5,Challenger,House,Connecticut,Republican,"CAPPIELLO, DAVID J Republican Connecticut House","CAPPIELLO, DAVID J Republican Connecticut House 2021"
547,H8CT05187,"SANTOS, MANNY",REP,CT,5,Open seat,House,Connecticut,Republican,"SANTOS, MANNY Republican Connecticut House","SANTOS, MANNY Republican Connecticut House 2021"
548,H8CT05229,"DUPONT, RICHARD",REP,CT,5,Open seat,House,Connecticut,Republican,"DUPONT, RICHARD Republican Connecticut House","DUPONT, RICHARD Republican Connecticut House 2021"
549,H8CT05237,"O'NEILL, RUBY DR.",REP,CT,5,Open seat,House,Connecticut,Republican,"O'NEILL, RUBY DR. Republican Connecticut House","O'NEILL, RUBY DR. Republican Connecticut House 2021"
550,H8CT06037,"GRIFFIN, JAMES LEONARD",DEM,CT,6,,House,Connecticut,Democrat,"GRIFFIN, JAMES LEONARD Democrat Connecticut House","GRIFFIN, JAMES LEONARD Democrat Connecticut House 2021"
551,H0DC00058,"NORTON, ELEANOR HOLMES",DEM,DC,0,Incumbent,House,Washington DC,Democrat,"NORTON, ELEANOR HOLMES Democrat Washington DC House","NORTON, ELEANOR HOLMES Democrat Washington DC House 2021"
552,H2DC01011,"HAMILTON, WENDY REV",DEM,DC,0,,House,Washington DC,Democrat,"HAMILTON, WENDY REV Democrat Washington DC House","HAMILTON, WENDY REV Democrat Washington DC House 2021"
553,H6DC00154,"MISCUK, ANDY",DEM,DC,0,Challenger,House,Washington DC,Democrat,"MISCUK, ANDY Democrat Washington DC House","MISCUK, ANDY Democrat Washington DC House 2021"
554,H4DC00092,"RIMENSNYDER, NELSON FREDERICK",REP,DC,0,Challenger,House,Washington DC,Republican,"RIMENSNYDER, NELSON FREDERICK Republican Washington DC House","RIMENSNYDER, NELSON FREDERICK Republican Washington DC House 2021"
555,H0DC00249,"FRANKLIN, BARBARA WASHINGTON",IND,DC,0,Challenger,House,Washington DC,Independent,"FRANKLIN, BARBARA WASHINGTON Independent Washington DC House","FRANKLIN, BARBARA WASHINGTON Independent Washington DC House 2021"
556,H0DC01015,"KRUCOFF, DAVID",IND,DC,0,Challenger,House,Washington DC,Independent,"KRUCOFF, DAVID Independent Washington DC House","KRUCOFF, DAVID Independent Washington DC House 2021"
557,H0DE01017,"CARNEY, JOHN",DEM,DE,0,Incumbent,House,Delaware,Democrat,"CARNEY, JOHN Democrat Delaware House","CARNEY, JOHN Democrat Delaware House 2021"
558,H0DE01025,"IZZO, ROSE",DEM,DE,0,Challenger,House,Delaware,Democrat,"IZZO, ROSE Democrat Delaware House","IZZO, ROSE Democrat Delaware House 2021"
559,H6DE00206,"BLUNT ROCHESTER, LISA",DEM,DE,0,Incumbent,House,Delaware,Democrat,"BLUNT ROCHESTER, LISA Democrat Delaware House","BLUNT ROCHESTER, LISA Democrat Delaware House 2021"
560,H0DE01066,"MORRIS, MATTHEW MICHAEL HATHAWAY",REP,DE,0,Challenger,House,Delaware,Republican,"MORRIS, MATTHEW MICHAEL HATHAWAY Republican Delaware House","MORRIS, MATTHEW MICHAEL HATHAWAY Republican Delaware House 2021"
561,H8DE01044,"MURPHY, LEE",REP,DE,0,Challenger,House,Delaware,Republican,"MURPHY, LEE Republican Delaware House","MURPHY, LEE Republican Delaware House 2021"
562,H0DE04011,"PEREZ DE VILLA-AMIL, CARLOS ALBERTO GO",IND,DE,0,Challenger,House,Delaware,Independent,"PEREZ DE VILLA-AMIL, CARLOS ALBERTO GO Independent Delaware House","PEREZ DE VILLA-AMIL, CARLOS ALBERTO GO Independent Delaware House 2021"
563,H0DE01082,"PURCELL, CATHERINE STONESTREET MS.",OTH,DE,0,Challenger,House,Delaware,Other,"PURCELL, CATHERINE STONESTREET MS. Other Delaware House","PURCELL, CATHERINE STONESTREET MS. Other Delaware House 2021"
564,H8FL01107,"EHR, PHILLIP CHARLES",DEM,FL,1,Challenger,House,Florida,Democrat,"EHR, PHILLIP CHARLES Democrat Florida House","EHR, PHILLIP CHARLES Democrat Florida House 2021"
565,H8FL01115,"ZIMMERMAN, JENNIFER MIJARES DR.",DEM,FL,1,Challenger,House,Florida,Democrat,"ZIMMERMAN, JENNIFER MIJARES DR. Democrat Florida House","ZIMMERMAN, JENNIFER MIJARES DR. Democrat Florida House 2021"
566,H0FL01120,"ROMAGNANO, CHASE ANDERSON ANDY REV.",REP,FL,1,Challenger,House,Florida,Republican,"ROMAGNANO, CHASE ANDERSON ANDY REV. Republican Florida House","ROMAGNANO, CHASE ANDERSON ANDY REV. Republican Florida House 2021"
567,H0FL01146,"MERK, GREGORY CHARLES",REP,FL,1,Challenger,House,Florida,Republican,"MERK, GREGORY CHARLES Republican Florida House","MERK, GREGORY CHARLES Republican Florida House 2021"
568,H2FL01100,"MILLER, JEFFERSON B.",REP,FL,1,Incumbent,House,Florida,Republican,"MILLER, JEFFERSON B. Republican Florida House","MILLER, JEFFERSON B. Republican Florida House 2021"
569,H6FL01119,"GAETZ, MATT",REP,FL,1,Incumbent,House,Florida,Republican,"GAETZ, MATT Republican Florida House","GAETZ, MATT Republican Florida House 2021"
570,H6FL01143,"MILLS, RALPH JOHN III",REP,FL,1,Challenger,House,Florida,Republican,"MILLS, RALPH JOHN III Republican Florida House","MILLS, RALPH JOHN III Republican Florida House 2021"
571,H6FL01168,"DOSEV, CRIS",REP,FL,1,Challenger,House,Florida,Republican,"DOSEV, CRIS Republican Florida House","DOSEV, CRIS Republican Florida House 2021"
572,H0FL01153,"ORAM, ALBERT",NPA,FL,1,Challenger,House,Florida,Other,"ORAM, ALBERT Other Florida House","ORAM, ALBERT Other Florida House 2021"
573,H0FL02219,"THRIPP, KRISTY",DEM,FL,2,Challenger,House,Florida,Democrat,"THRIPP, KRISTY Democrat Florida House","THRIPP, KRISTY Democrat Florida House 2021"
574,H8FL02097,"RACKLEFF, ROBERT BRUCE",DEM,FL,2,Challenger,House,Florida,Democrat,"RACKLEFF, ROBERT BRUCE Democrat Florida House","RACKLEFF, ROBERT BRUCE Democrat Florida House 2021"
575,H6FL02190,"THOMAS, MARY",REP,FL,2,Challenger,House,Florida,Republican,"THOMAS, MARY Republican Florida House","THOMAS, MARY Republican Florida House 2021"
576,H6FL02208,"DUNN, NEAL PATRICK MD, FACS",REP,FL,2,Incumbent,House,Florida,Republican,"DUNN, NEAL PATRICK MD, FACS Republican Florida House","DUNN, NEAL PATRICK MD, FACS Republican Florida House 2021"
